Population;Cycle;Group;Hatch_Date;Data_Date;Age_Days;Indv_Weight;Mean_Length;Length StdDev;Length CoeffVar;Min Length;Max Length;Mean_Width;Width StdDev;Width CoeffVar;Min Width;Max Width;Mean_Area;Area StdDev;Area CoeffVar;Mean_L/W Ratio;L/W Ratio StdDev;L/W Ratio CoeffVar;Min L/W Ratio;Max L/W Ratio;Mean_Circularity;Min Circularity;Max Circularity;Greyness_I-Mean;Instar;Note;;;;;;;;;;;;;;;;;;
U;C1;P1;2023-04-19;2023-04-26;7;0.0129;8.5;;;;;2.6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SC;C2;P1;2023-03-31;2023-04-28;28;0.132;21.5;;;;;5.3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SC;C2;P1;2023-03-31;2023-04-28;28;0.1257;20.7;;;;;5.6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SC;C2;P1;2023-03-31;2023-04-28;28;0.1341;19.2;;;;;5.3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SC;C2;P2;2023-03-31;2023-04-28;28;0.112;18.5;;;;;5.2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SC;C2;P2;2023-03-31;2023-04-28;28;0.0876;18.8;;;;;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SC;C2;P2;2023-03-31;2023-04-28;28;0.0796;19.8;;;;;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SC;C2;P3;2023-04-03;2023-04-28;25;0.2275;24;;;;;5.3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SC;C2;P3;2023-04-03;2023-04-28;25;0.2238;22.7;;;;;6.3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SC;C2;P3;2023-04-03;2023-04-28;25;0.2237;24.4;;;;;5.7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
S;C2;P1;2023-04-14;2023-04-28;14;0.0763;16.5;;;;;4.5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
S;C2;P1;2023-04-14;2023-04-28;14;0.0691;15.3;;;;;4.4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
S;C2;P1;2023-04-14;2023-04-28;14;0.0732;16.1;;;;;4.3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
S;C2;P2;2023-04-14;2023-04-28;14;0.0448;13.9;;;;;4.3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
S;C2;P2;2023-04-14;2023-04-28;14;0.0508;14;;;;;3.8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
S;C2;P2;2023-04-14;2023-04-28;14;0.0594;14.8;;;;;4.3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
S;C2;P3;2023-04-12;2023-04-28;16;0.1136;19.2;;;;;5.7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
S;C2;P3;2023-04-12;2023-04-28;16;0.1123;17.2;;;;;5.3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
S;C2;P3;2023-04-12;2023-04-28;16;0.1159;17.8;;;;;4.8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AAP;C2;P1;2023-03-22;2023-04-28;37;0.1666;21.5;;;;;5.4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AAP;C2;P1;2023-03-22;2023-04-28;37;0.1737;24;;;;;5.3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AAP;C2;P1;2023-03-22;2023-04-28;37;0.1555;19.2;;;;;5.5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AAP;C2;P2;2023-03-31;2023-04-28;28;0.1388;20.5;;;;;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AAP;C2;P2;2023-03-31;2023-04-28;28;0.1283;21;;;;;5.3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AAP;C2;P2;2023-03-31;2023-04-28;28;0.1488;21.2;;;;;4.9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SA;C1;P1;2023-03-31;2023-04-28;28;0.0948;18;;;;;5.2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SA;C1;P1;2023-03-31;2023-04-28;28;0.0882;19.1;;;;;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SA;C1;P1;2023-03-31;2023-04-28;28;0.0922;17.2;;;;;4.6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SA;C1;P2;2023-04-03;2023-04-28;25;0.2036;23.3;;;;;5.8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SA;C1;P2;2023-04-03;2023-04-28;25;0.2013;22.5;;;;;5.6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SA;C1;P2;2023-04-03;2023-04-28;25;0.2084;22.2;;;;;5.4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AA;C2;P1;2023-04-12;2023-04-28;16;0.0871;17.7;;;;;4.3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AA;C2;P1;2023-04-12;2023-04-28;16;0.0597;15.4;;;;;4.5;;;;;;;;;;;;;;;;;;;; ;;;;;;;;;;;;;;;;
AA;C2;P1;2023-04-12;2023-04-28;16;0.0764;17;;;;;4.6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AA;C2;P2;2023-04-14;2023-04-28;14;0.0713;16;;;;;3.8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AA;C2;P2;2023-04-14;2023-04-28;14;0.0508;16.3;;;;;3.9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AA;C2;P2;2023-04-14;2023-04-28;14;0.0503;16.7;;;;;4.2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SM;C1;P1;2023-04-05;2023-04-28;23;0.2435;23.3;;;;;5.8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SM;C1;P1;2023-04-05;2023-04-28;23;0.2236;21.3;;;;;5.5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SM;C1;P1;2023-04-05;2023-04-28;23;0.2331;23;;;;;5.8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SM;C1;P2;2023-04-05;2023-04-28;23;0.2101;24;;;;;5.9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SM;C1;P2;2023-04-05;2023-04-28;23;0.2333;22;;;;;6.2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SM;C1;P2;2023-04-05;2023-04-28;23;0.2372;21.8;;;;;5.7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
U;C1;P1;2023-04-19;2023-04-28;9;0.0186;11.4;;;;;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
U;C1;P1;2023-04-19;2023-04-28;9;0.0194;9.3;;;;;2.8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
U;C1;P1;2023-04-19;2023-04-28;9;0.0197;10.8;;;;;2.8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
S;C2;P1;2023-04-14;2023-05-01;17;0.0568;15.5;;;;;4.3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
S;C2;P1;2023-04-14;2023-05-01;17;0.07;14.7;;;;;4.1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
S;C2;P1;2023-04-14;2023-05-01;17;0.0687;15.9;;;;;4.8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
S;C2;P2;2023-04-14;2023-05-01;17;0.0603;14;;;;;3.8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
S;C2;P2;2023-04-14;2023-05-01;17;0.0662;11.8;;;;;4.2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
S;C2;P2;2023-04-14;2023-05-01;17;0.0734;13.3;;;;;4.6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
S;C2;P3;2023-04-12;2023-05-01;19;0.1052;17;;;;;4.3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
S;C2;P3;2023-04-12;2023-05-01;19;0.0874;16;;;;;4.5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
S;C2;P3;2023-04-12;2023-05-01;19;0.0877;15;;;;;4.7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SC;C2;P1;2023-03-31;2023-05-01;31;0.1196;19.7;;;;;4.8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SC;C2;P1;2023-03-31;2023-05-01;31;0.1179;18.7;;;;;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SC;C2;P1;2023-03-31;2023-05-01;31;0.1164;20;;;;;5.4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SC;C2;P2;2023-03-31;2023-05-01;31;0.0897;17.8;;;;;4.7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SC;C2;P2;2023-03-31;2023-05-01;31;0.086;17.3;;;;;4.8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SC;C2;P2;2023-03-31;2023-05-01;31;0.085;16.3;;;;;4.9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SC;C2;P3;2023-04-03;2023-05-01;28;0.1905;22.3;;;;;5.9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SC;C2;P3;2023-04-03;2023-05-01;28;0.1822;11.9;;;;;5.7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SC;C2;P3;2023-04-03;2023-05-01;28;0.1893;20.8;;;;;5.9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AAP;C2;P2;2023-03-31;2023-05-01;31;0.1288;19.5;;;;;5.3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AAP;C2;P2;2023-03-31;2023-05-01;31;0.1263;18.5;;;;;4.7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AAP;C2;P2;2023-03-31;2023-05-01;31;0.1345;19.7;;;;;5.5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SA;C1;P1;2023-03-31;2023-05-01;31;0.1079;17.3;;;;;5.2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SA;C1;P1;2023-03-31;2023-05-01;31;0.1124;18;;;;;4.7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SA;C1;P1;2023-03-31;2023-05-01;31;0.0888;17;;;;;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SA;C1;P2;2023-04-03;2023-05-01;28;0.1875;23;;;;;5.8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SA;C1;P2;2023-04-03;2023-05-01;28;0.1879;22.2;;;;;5.2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SA;C1;P2;2023-04-03;2023-05-01;28;0.1939;22.5;;;;;5.2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SM;C1;P1;2023-04-05;2023-05-01;26;0.2131;21.3;;;;;5.8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SM;C1;P1;2023-04-05;2023-05-01;26;0.2191;23.3;;;;;5.8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SM;C1;P1;2023-04-05;2023-05-01;26;0.2111;23;;;;;6.2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SM;C1;P2;2023-04-05;2023-05-01;26;0.2085;21.7;;;;;5.8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SM;C1;P2;2023-04-05;2023-05-01;26;0.2251;23.7;;;;;6.1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SM;C1;P2;2023-04-05;2023-05-01;26;0.2245;18.7;;;;;5.7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AA;C2;P1;2023-04-12;2023-05-01;19;0.114;16.8;;;;;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AA;C2;P1;2023-04-12;2023-05-01;19;0.1213;19.5;;;;;5.1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AA;C2;P1;2023-04-12;2023-05-01;19;0.1152;17.2;;;;;4.7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AA;C2;P2;2023-04-14;2023-05-01;17;0.0395;12.7;;;;;3.8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AA;C2;P2;2023-04-14;2023-05-01;17;0.0508;14.6;;;;;4.1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AA;C2;P2;2023-04-14;2023-05-01;17;0.0444;12.5;;;;;4.2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
U;C1;P1;2023-04-19;2023-05-01;12;0.0352;12;;;;;3.7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
U;C1;P1;2023-04-19;2023-05-01;12;0.0332;12.7;;;;;3.7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
U;C1;P1;2023-04-19;2023-05-01;12;0.0466;11.7;;;;;3.9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
S;C2;P1;2023-04-14;2023-05-03;19;0.1154;18.3;;;;;5.2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
S;C2;P1;2023-04-14;2023-05-03;19;0.1103;17.7;;;;;5.2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
S;C2;P1;2023-04-14;2023-05-03;19;0.1048;17.5;;;;;5.1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
S;C2;P2;2023-04-14;2023-05-03;19;0.0903;15.3;;;;;4.2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
S;C2;P2;2023-04-14;2023-05-03;19;0.0882;16;;;;;4.5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
S;C2;P2;2023-04-14;2023-05-03;19;0.0734;16.9;;;;;4.1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
S;C2;P3;2023-04-12;2023-05-03;21;0.1292;22.7;;;;;5.2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
S;C2;P3;2023-04-12;2023-05-03;21;0.1231;20;;;;;5.3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
S;C2;P3;2023-04-12;2023-05-03;21;0.1206;20;;;;;5.3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SC;C2;P1;2023-03-31;2023-05-03;33;0.1799;23.1;;;;;5.3;;;;;;;;;;;;;;;;;; ;;;;;;;;;;;;;;;;;;
SC;C2;P1;2023-03-31;2023-05-03;33;0.1731;17.8;;;;;4.9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SC;C2;P1;2023-03-31;2023-05-03;33;0.1724;20.5;;;;;5.2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SC;C2;P2;2023-03-31;2023-05-03;33;0.1159;19;;;;;4.9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SC;C2;P2;2023-03-31;2023-05-03;33;0.1281;20.5;;;;;4.9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SC;C2;P2;2023-03-31;2023-05-03;33;0.1263;21.2;;;;;4.7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SC;C2;P3;2023-04-03;2023-05-03;30;0.1929;17.8;;;;;6.7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SC;C2;P3;2023-04-03;2023-05-03;30;0.1953;21.8;;;;;6.1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SC;C2;P3;2023-04-03;2023-05-03;30;0.1947;20.3;;;;;6.1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SM;C1;P1;2023-04-05;2023-05-03;28;0.1965;21.3;;;;;5.2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SM;C1;P1;2023-04-05;2023-05-03;28;0.1958;21.8;;;;;5.3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SM;C1;P1;2023-04-05;2023-05-03;28;0.2026;21.5;;;;;5.3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SM;C1;P2;2023-04-05;2023-05-03;28;0.2095;23.5;;;;;5.8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SM;C1;P2;2023-04-05;2023-05-03;28;0.2062;23.8;;;;;5.2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SM;C1;P2;2023-04-05;2023-05-03;28;0.2153;23.2;;;;;5.7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SA;C1;P1;2023-03-31;2023-05-03;33;0.1837;23.5;;;;;5.2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SA;C1;P1;2023-03-31;2023-05-03;33;0.1821;22;;;;;5.4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SA;C1;P1;2023-03-31;2023-05-03;33;0.1936;23;;;;;5.4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SA;C1;P2;2023-04-03;2023-05-03;30;0.1042;18.8;;;;;5.3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SA;C1;P2;2023-04-03;2023-05-03;30;0.1122;18.3;;;;;4.5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SA;C1;P2;2023-04-03;2023-05-03;30;0.1172;19;;;;;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AA;C2;P1;2023-04-12;2023-05-03;21;0.1438;20;;;;;4.5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AA;C2;P1;2023-04-12;2023-05-03;21;0.1408;20.7;;;;;4.9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AA;C2;P1;2023-04-12;2023-05-03;21;0.1502;19.3;;;;;5.2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AA;C2;P2;2023-04-14;2023-05-03;19;0.0981;17.7;;;;;4.8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AA;C2;P2;2023-04-14;2023-05-03;19;0.104;17;;;;;4.9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AA;C2;P2;2023-04-14;2023-05-03;19;0.0994;17.2;;;;;4.2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AAP;C2;P2;2023-03-31;2023-05-03;33;0.179;16.7;;;;;5.2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AAP;C2;P2;2023-03-31;2023-05-03;33;0.1675;21;;;;;4.9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AAP;C2;P2;2023-03-31;2023-05-03;33;0.1918;21.6;;;;;4.6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
U;C1;P1;2023-04-19;2023-05-03;14;0.0515;14.2;;;;;3.5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
U;C1;P1;2023-04-19;2023-05-03;14;0.0577;14.5;;;;;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
U;C1;P1;2023-04-19;2023-05-03;14;0.055;14.8;;;;;3.8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
S;C2;P1;2023-04-14;2023-05-05;21;0.1196;18.6;;;;;4.6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
S;C2;P1;2023-04-14;2023-05-05;21;0.1226;17.7;;;;;4.7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
S;C2;P1;2023-04-14;2023-05-05;21;0.12;17.8;;;;;5.2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
S;C2;P2;2023-04-14;2023-05-05;21;0.1058;17;;;;;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
S;C2;P2;2023-04-14;2023-05-05;21;0.0959;18.2;;;;;4.7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
S;C2;P2;2023-04-14;2023-05-05;21;0.0925;16.7;;;;;4.7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
S;C2;P3;2023-04-12;2023-05-05;23;0.1384;19.8;;;;;5.3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
S;C2;P3;2023-04-12;2023-05-05;23;0.1364;18.7;;;;;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
S;C2;P3;2023-04-12;2023-05-05;23;0.1472;20.3;;;;;4.9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SC;C2;P1;2023-03-31;2023-05-05;35;0.1898;22.6;;;;;5.1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SC;C2;P1;2023-03-31;2023-05-05;35;0.186;22.8;;;;;4.7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SC;C2;P1;2023-03-31;2023-05-05;35;0.1922;22.7;;;;;5.2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SC;C2;P2;2023-03-31;2023-05-05;35;0.149;21;;;;;4.7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SC;C2;P2;2023-03-31;2023-05-05;35;0.1458;20.3;;;;;4.5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SC;C2;P2;2023-03-31;2023-05-05;35;0.1509;20;;;;;5.2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SC;C2;P3;2023-04-03;2023-05-05;32;0.1904;22;;;;;5.5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SC;C2;P3;2023-04-03;2023-05-05;32;0.197;22.6;;;;;5.4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SC;C2;P3;2023-04-03;2023-05-05;32;0.2024;20.8;;;;;6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SM;C1;P1;2023-04-05;2023-05-05;30;0.213;22.7;;;;;5.7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SM;C1;P1;2023-04-05;2023-05-05;30;0.2066;22.7;;;;;5.3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SM;C1;P1;2023-04-05;2023-05-05;30;0.1957;24.2;;;;;5.7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SM;C1;P2;2023-04-05;2023-05-05;30;0.2101;21.5;;;;;5.5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SM;C1;P2;2023-04-05;2023-05-05;30;0.213;24;;;;;5.7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SM;C1;P2;2023-04-05;2023-05-05;30;0.2129;22.3;;;;;5.7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SA;C1;P2;2023-04-03;2023-05-05;32;0.1139;17.3;;;;;4.9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SA;C1;P2;2023-04-03;2023-05-05;32;0.1161;19;;;;;4.9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SA;C1;P2;2023-04-03;2023-05-05;32;0.1273;19.8;;;;;5.2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AA;C2;P1;2023-04-12;2023-05-05;23;0.1708;23.3;;;;;5.1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AA;C2;P1;2023-04-12;2023-05-05;23;0.1407;19.5;;;;;4.9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AA;C2;P1;2023-04-12;2023-05-05;23;0.1792;22;;;;;5.1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AA;C2;P2;2023-04-14;2023-05-05;21;0.1097;17.5;;;;;4.1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AA;C2;P2;2023-04-14;2023-05-05;21;0.1098;15.6;;;;;4.6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AA;C2;P2;2023-04-14;2023-05-05;21;0.1121;16.8;;;;;4.7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AAP;C2;P2;2023-03-31;2023-05-05;35;0.2042;24.2;;;;;5.4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AAP;C2;P2;2023-03-31;2023-05-05;35;0.1913;21.7;;;;;5.2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AAP;C2;P2;2023-03-31;2023-05-05;35;0.2022;21.2;;;;;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
U;C1;P1;2023-04-19;2023-05-05;16;0.066;16.8;;;;;3.9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
U;C1;P1;2023-04-19;2023-05-05;16;0.0518;17;;;;;4.1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
U;C1;P1;2023-04-19;2023-05-05;16;0.0626;16.6;;;;;4.4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
S;C2;P1;2023-04-14;2023-05-08;24;0.1159;17;;;;;5.2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
S;C2;P1;2023-04-14;2023-05-08;24;0.1131;16.8;;;;;4.9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
S;C2;P1;2023-04-14;2023-05-08;24;0.1212;17;;;;;5.1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
S;C2;P2;2023-04-14;2023-05-08;24;0.1058;15.8;;;;;5.5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
S;C2;P2;2023-04-14;2023-05-08;24;0.0886;15.9;;;;;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
S;C2;P2;2023-04-14;2023-05-08;24;0.0981;16.7;;;;;4.7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
S;C2;P3;2023-04-12;2023-05-08;26;0.1365;20.7;;;;;5.1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
S;C2;P3;2023-04-12;2023-05-08;26;0.1267;18.5;;;;;5.2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
S;C2;P3;2023-04-12;2023-05-08;26;0.1207;17.5;;;;;5.1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
